Actual_Sales,Predicted_Sales
5212,7647.8813
8914,6429.0615
5279,6189.4424
7052,5872.292
5438,5488.9453
4474,3895.9219
8346,7926.7476
7333,5928.7856
7583,6272.1694
4471,4320.4277
2529,3372.9246
8965,7710.8247
1417,2072.5164
6008,5752.395
4625,4558.7036
7988,6886.917
4603,5427.594
4226,5513.715
8022,5877.0073
2654,4135.23
4852,6313.097
9782,7537.588
14734,7598.7705
8745,6537.82
5869,6065.142
3731,4181.208
2170,3110.3306
6396,7838.227
5405,5585.5684
6801,5192.1777
4638,5684.878
3536,5762.4165
3828,5035.8086
4292,5289.1606
6039,5215.3374
5196,4721.894
13036,8387.707
3991,5168.007
1704,3889.5457
6850,5413.2217
4931,5406.108
5964,5288.5254
5486,5568.075
6161,5461.511
8135,5700.1055
8174,7826.708
6284,6311.3906
5295,6244.4634
5467,5940.6587
5255,6735.611
3067,4073.8555
5353,5102.1177
8645,7057.48
8878,6400.2417
7267,4947.6157
6780,4885.4927
13365,12053.431
3380,5413.9346
2929,5939.5635
4679,5924.5586
4016,4728.693
8636,6616.8726
9226,7126.573
7356,5742.125
5712,6248.613
7039,6485.297
1936,4463.1294
8119,4957.6816
2854,4281.3677
5296,6183.7866
6148,6322.07
5188,5465.2607
2719,4516.9043
4898,5423.229
4129,4179.7837
3264,4005.7144
7756,6009.174
6145,6383.217
8425,6616.365
17385,14792.806
4381,5343.852
2977,3932.926
4387,5385.3613
8926,5903.3447
6572,4730.4897
2955,5528.241
6032,5394.3154
1551,3492.0876
5656,5304.6704
5820,5809.939
3717,5521.2817
11630,8097.394
10037,10423.478
4970,5517.9375
5242,4762.4346
2907,4877.401
4685,4962.3345
3944,4090.3457
9098,5673.2974
3905,4557.2637
3151,5131.842
4876,4575.152
2765,4114.416
2373,3830.5813
2335,3779.0422
4317,5504.3486
5146,5814.3335
5558,5539.6685
7193,5852.6284
1192,3409.9082
7189,7289.4287
15058,9237.384
2513,4211.532
7943,6130.6953
6018,5265.217
5689,5270.207
4850,4701.8345
2057,4111.2583
3975,4414.5596
4750,5129.3467
4366,3547.9258
2807,4969.5513
9139,6883.2974
5395,4854.5503
4042,3428.7268
6495,5295.5093
5465,5367.941
5764,5046.3833
6842,4893.6045
5798,5155.8945
10033,5915.2485
4468,4338.3496
7151,5565.5244
5487,5755.525
3908,4528.3677
3028,5024.0664
4444,5081.395
6400,6308.373
9575,5569.223
5033,5262.5757
16646,14284.148
4845,5036.7866
5333,5864.7114
12787,7452.3203
4585,5886.8247
7586,6137.034
3989,5403.2876
4588,4520.021
5249,5202.6924
5769,6016.0386
16080,10396.18
2953,5047.1978
5323,5238.9966
2473,5568.863
8941,7745.7925
7234,5203.3833
4806,5116.9155
4251,4120.739
4586,4338.6714
2352,4616.262
1214,3152.6177
5576,6050.1665
3006,4877.7305
3569,5141.042
1615,1197.7379
17868,12992.961
11810,8838.717
2190,3573.197
5304,5585.71
5359,5784.1313
7085,6658.595
4911,5129.6523
7728,6503.651
5750,5772.095
6358,5543.63
2870,4075.7761
7142,4848.8457
6819,5682.7764
3920,4285.444
5952,4604.7295
7277,5662.3984
4569,4902.274
8125,6039.5723
5384,5748.58
2871,4251.7446
6067,6221.9365
6445,5476.398
2757,3404.1763
7710,6544.8984
6561,5409.0767
4594,5300.2285
9948,6332.4707
4582,4943.1665
5179,5059.937
6569,5785.9814
7954,5857.7827
2269,3364.7874
4201,3977.85
4376,5180.2197
2739,4669.4224
4493,4466.061
5616,6673.013
3346,4454.66
5874,5525.5625
2615,4312.282
5007,5261.7793
3046,3977.85
4751,5830.0537
3760,4523.325
4932,4597.8174
5581,5419.7
7899,5900.8887
2813,3624.766
5298,4982.874
8551,5910.662
3088,3529.6306
5502,5536.957
6626,5811.6064
8545,6122.0244
6924,6173.7256
2707,4552.9453
2105,3713.3865
2001,4706.739
5267,4714.3853
5537,4934.938
5561,4436.0396
11542,6619.0674
6921,5986.556
8564,6699.251
9777,6699.251
5341,7480.628
2281,3768.2607
8659,6749.8936
3874,5472.8843
7906,6084.054
7660,5910.7495
8121,5665.719
6552,7342.1035
7743,5512.637
5463,5358.451
4545,4372.7573
3086,3168.731
3590,4222.5425
5485,5494.7646
4271,5494.7646
7929,5438.1885
5514,5026.808
2558,4158.7974
6644,5400.923
6478,5852.1587
4261,4769.899
7751,6501.0044
4318,4769.905
7505,6323.2544
2736,5060.571
5382,4164.407
2992,4756.948
4523,4696.9873
3624,4354.8677
7501,5199.163
7206,6370.9907
7160,5996.6914
6235,5278.9688
4755,5922.375
3885,4388.9917
6026,5891.6587
6639,5410.879
9030,5818.2603
3320,4073.2708
3076,3531.7036
10391,4741.068
4712,6792.3857
3028,3980.7764
4373,3931.8022
7029,5914.2915
7553,5888.2124
2190,2845.144
6507,4893.3643
3518,5286.1846
2551,3241.5986
4445,5951.0117
2874,4463.8545
4501,5018.4316
5627,5517.1465
5630,5813.141
4541,5445.9263
3563,5651.762
9441,5708.9946
6351,6762.8164
4104,4556.7754
7223,5248.118
3988,5673.353
2325,3421.1826
1435,2660.0366
8039,5914.1685
1428,3628.5193
4857,6126.897
9390,7493.316
5964,4969.531
4228,4797.569
3372,4597.91
5091,6118.375
4217,4314.216
6026,4828.953
5157,5982.552
5991,5672.9775
10712,8140.339
5672,5492.433
8217,6123.2554
5081,3712.2075
4535,5521.7607
5200,4467.529
3861,4396.305
5437,5534.4683
7453,3773.9143
3887,4324.146
5782,6126.238
2473,3641.0833
6445,5991.5093
3738,5504.8857
5035,5421.36
4075,4108.6704
5764,5917.717
9881,4341.561
2947,4354.3345
6243,6306.7627
6562,5424.1323
4537,4865.8877
4703,4214.6694
5638,5932.484
7551,6063.2324
4367,4271.0728
3892,4537.7725
8934,6559.4146
7274,5952.336
6798,6153.9233
2564,3293.9365
5197,9390.408
4811,5882.0654
3546,4841.275
5535,6095.3325
12158,8888.524
8691,7435.5474
11409,8328.29
9324,5778.0703
6289,6382.1646
6026,5677.1924
6328,5762.404
6622,5416.7754
7426,6831.033
12066,9759.514
2709,4168.949
1503,4155.776
1339,1466.3865
4024,3875.9827
4233,6840.678
9402,6728.647
1973,4280.033
2217,2726.9976
5271,5461.6714
6328,5863.3877
6681,5324.9624
8077,7232.555
7759,5339.23
7125,5414.9175
2707,4161.851
7741,6237.0044
5798,5897.0713
8114,5170.9243
6246,6608.698
3193,3976.025
5200,6364.494
3417,4276.7275
6990,5599.866
4867,6169.0166
5519,5161.5327
6697,5853.752
3230,4476.9224
7000,6258.2407
3505,5399.288
6642,5623.243
4777,6030.2236
8156,6653.9756
5708,5848.1616
5752,6265.372
5101,5410.2104
3039,4095.8691
8377,6303.816
2343,4543.6104
10134,6917.1763
6330,5056.872
4201,4818.4546
2757,4376.337
6741,6083.5493
4626,4967.6436
4062,4794.1133
4651,6242.226
4924,4905.3345
12205,6962.831
2481,3318.1504
2924,3674.003
5245,5533.0654
6737,5320.5947
10234,6413.5967
5548,5414.619
4349,5479.624
6120,5414.154
5683,6144.3047
6924,5013.7393
5694,5715.3013
3270,3945.7854
9854,8671.528
2675,4236.1284
6477,5945.648
13406,10633.79
7014,6793.0195
5265,4531.2876
2987,3413.3223
3916,4635.2886
6878,8559.237
2145,3801.3445
7427,6653.6113
3779,3706.3132
8305,7781.0635
7198,5301.177
3687,4751.575
5918,4730.955
3578,3907.593
3280,3171.4663
6620,4429.975
1943,3869.2913
3886,4227.6504
2998,3821.062
4036,4134.277
10314,8051.8413
5419,5940.934
20447,19896.162
5296,6034.5806
4856,5859.453
4582,5840.742
7980,7099.089
9049,8992.3125
5354,5413.6343
7346,6415.1187
8936,9179.547
5413,6496.8433
5511,7189.5796
6042,5660.768
8070,7829.2495
7427,7787.6694
6336,6074.5713
6479,5783.914
7016,7448.418
8376,7528.5513
6353,7580.0586
7121,7170.7974
7480,7148.227
7157,7332.8604
6128,6536.9775
5405,5431.371
6078,6830.1143
10081,9319.244
13984,9927.948
6892,7207.1914
9939,8303.583
5335,6277.3403
5970,7694.895
5694,6497.1665
5659,6972.932
4582,5813.3584
8321,8193.962
7813,7671.9263
9386,9247.942
9677,8526.285
8491,7466.3486
6228,6806.1816
4530,6032.3774
4356,5955.0796
4649,7210.3325
9862,10018.555
8817,7017.9644
5735,5830.903
6411,6079.441
6209,6163.521
6447,7735.0996
4852,4609.0137
8227,7796.939
4547,5734.6353
8051,7117.0547
8196,7909.638
4981,6204.003
8562,8023.2847
4127,6029.3057
8826,7878.6978
12084,10363.393
5658,7001.4307
5888,6664.8823
7352,8190.53
4570,7561.125
7117,6022.408
6847,7454.7705
10395,10389.119
5212,6636.071
6440,7090.1934
8381,8170.937
6140,8146.2427
10225,8354.196
6691,7558.471
9987,8574.112
4947,6140.0054
4754,6699.2886
5768,6731.825
6351,7853.0566
9306,9005.556
7645,7948.298
4001,5256.651
7463,5263.176
9233,7566.457
8116,6462.2515
9922,8952.076
4269,6289.1636
12738,10464.532
6717,7867.127
4535,6255.404
6783,6329.386
6591,6900.825
7286,6726.1616
8305,7613.932
5164,6793.9014
6522,6828.9614
8592,7286.3154
8621,7123.541
8435,7557.108
5142,6635.1353
7264,7462.4883
5352,6826.5654
4599,6732.7085
9258,7956.877
8054,7536.245
6907,7955.4233
10011,8520.75
3920,5920.425
9816,7341.7246
7757,7859.6733
12074,8881.877
5827,7007.906
4473,5828.5337
8151,7450.9814
6716,6489.5044
8851,7087.0767
5976,6550.5815
8142,7815.9897
8432,7033.8994
4553,5826.7163
7286,7667.017
5986,6876.701
8343,7396.571
5179,6093.2524
6977,7102.704
8082,7894.5693
6091,6664.8716
12939,9455.066
7355,7283.207
6977,6346.716
6119,7965.8535
10025,7497.428
5390,5504.7817
5899,5642.127
5750,6954.0947
7730,7031.678
5794,6264.0864
6410,7122.2856
5091,7027.0894
9931,7437.402
7080,8567.572
8371,7437.402
7135,7514.141
5761,7092.9814
4769,6354.8667
5877,7144.3145
9459,8396.1875
9629,7636.2227
8326,7912.5205
9003,8150.5522
8520,7170.375
6405,7304.259
8049,8413.34
6551,7940.8457
6345,7223.921
9220,7896.357
9482,8818.99
8085,7195.1685
8028,7191.3906
10526,7753.77
8602,7979.816
8997,7854.8555
6062,7295.623
7719,7556.4585
8317,7452.837
7196,6683.3477
7365,6927.736
4550,5925.718
5962,7054.1426
7862,8743.692
7961,7550.3066
8931,6541.3555
6343,6442.527
8733,7387.7607
6592,7475.183
9296,7695.569
6701,7026.1978
6349,6897.42
6171,6223.677
4391,6280.7373
11616,9130.324
6208,7570.621
7247,7660.174
7481,7263.3076
5246,6750.467
4697,6673.0244
6639,7462.694
8436,7941.8003
4242,4976.035
7266,6753.203
4753,6648.821
9614,7705.7354
7801,6574.184
7355,6508.7505
8357,8248.2295
7210,6789.5674
5014,7137.171
11101,10469.077
5252,6648.07
7969,7083.3955
3043,4941.0073
8461,7586.1235
9496,6574.184
5709,6563.5615
6059,7274.9253
4983,7334.351
7146,6731.69
7310,7360.289
6727,8980.944
11901,8140.21
3407,5455.7485
5631,7349.979
3564,5028.978
13929,9049.918
4993,6632.1455
8462,7893.679
10682,7807.014
7824,7190.749
7389,7478.648
4947,6127.18
5431,6198.218
3535,6276.952
5401,5656.433
5918,6663.3765
5149,6591.2793
7595,7423.4775
6140,7646.646
5446,7055.404
8977,7069.5938
7613,6933.957
9367,7595.4927
9209,7346.117
7456,7608.2334
6027,6868.705
2834,6160.3384
9927,7996.516
11581,8894.013
6925,6655.143
8097,6067.887
5180,6480.895
7625,7377.2656
5377,5933.7188
5088,6417.7476
7215,6836.6875
4545,6997.89
7276,7463.5415
5994,6668.411
9727,8175.2354
7657,7210.8086
10081,8916.333
7725,9685.734
5461,7057.971
8670,7360.8267
19467,12631.38
11980,9705.278
6008,7866.746
3096,5406.7915
6704,7527.692
9060,9582.154
6719,7298.31
6453,6133.1763
11630,11495.453
6728,7186.3213
14269,12059.307
20882,14463.911
4039,6793.0083
7832,7473.395
5505,6236.117
4517,7220.107
7436,8162.3696
5588,6412.276
9324,10344.31
9737,7352.6343
7746,7580.3677
6691,7263.8506
6769,7217.309
3990,5830.8955
8298,7062.415
4250,5876.744
8294,7303.2344
6450,7115.8726
8092,7789.033
8051,6950.652
6017,7185.9487
5028,6431.351
7159,7155.706
5780,6184.6357
5205,6598.2715
6075,6549.8047
8423,7618.759
5647,6837.654
6179,7080.883
7808,6827.999
9055,7170.847
6434,6602.787
6349,7314.9023
5557,5902.5723
4939,7159.267
7089,6649.5205
7960,6737.017
10144,8496.557
6683,7334.9663
6330,7876.8657
5616,6783.311
3726,6713.864
6777,7507.888
7317,7080.8184
4119,6555.208
5052,5939.186
3381,4089.102
10398,7190.2573
8095,7533.2427
9244,7365.2466
6445,7471.474
6146,7144.7866
8179,7185.5596
5637,6096.8784
4890,6048.5063
10883,8216.195
6479,6573.575
8782,7713.15
8477,8124.034
13535,13698.498
6394,7069.8193
5712,6597.014
6668,7514.5874
5763,6601.1724
7175,7633.2725
4916,6265.008
6843,7608.508
4738,5532.086
8005,6592.9194
4155,6305.759
7116,7019.1074
3805,6122.296
9479,8877.753
5615,7112.206
13583,15957.285
14773,12824.476
5042,6489.854
8045,7504.2495
4790,6670.9766
7042,7144.1416
6381,7552.9473
13018,8864.303
8714,7488.3516
9335,8527.161
4760,6998.8916
7106,7257.6914
5368,6690.6646
9815,8585.783
7713,7541.711
8199,7285.5586
7235,6662.3345
7604,7222.7837
5505,6721.992
9370,7888.5024
9139,8584.744
5593,7405.4287
7949,7427.8105
11174,7792.6562
6978,7537.7114
8177,7410.4683
7210,7417.8516
9679,9179.873
7322,7656.449
7310,5817.835
6009,6901.687
6234,7269.2505
5838,7164.9404
11029,7988.999
8612,7378.9253
9557,7267.224
7008,7429.423
9808,8045.5454
5024,6568.803
7547,7533.4526
8991,9541.35
8191,8310.413
7554,8078.8516
4425,7387.7446
4069,5815.2095
14288,11035.369
9028,10212.356
8861,8708.313
18584,13916.311
7707,9219.321
9157,7831.034
9432,8236.856
8125,9406.911
11185,9725.085
10102,9738.081
12016,10157.783
6397,7598.9443
7447,6993.035
6078,6874.5864
9935,8436.93
5219,5706.125
9556,10151.42
5258,7237.671
5073,6474.3945
5941,6555.9126
8267,8922.476
6884,7378.928
5157,6890.782
8996,7245.593
4691,6574.747
4551,5847.413
4759,6779.1904
3833,6062.5884
5360,5802.391
5693,6367.5527
6609,7559.562
9392,8239.988
8650,8884.914
7041,7841.4873
6499,7132.73
6515,7283.0215
9882,9494.168
8379,8237.79
6049,5931.5854
5818,6572.288
4330,6593.8545
8850,8502.455
4368,6445.802
13185,8897.871
6489,6590.856
3214,6351.7627
5020,6655.13
8432,8945.189
7133,6946.755
6291,7830.8257
8738,7990.63
10129,7909.0977
11572,8341.102
6038,6918.251
12054,7764.8257
3816,5503.265
6596,6826.0654
5666,8304.451
5267,7555.0454
7935,6969.201
5596,7043.4575
7191,6898.418
4846,7160.703
5789,7303.753
11252,8299.802
8869,8394.743
5736,7506.945
4997,7676.4175
10122,7780.1787
12132,9219.496
9140,7990.29
5726,6837.2793
6895,7610.748
8054,8391.439
5983,6847.7188
5610,7576.9067
6118,7945.0283
4895,7734.621
8767,7140.6406
8203,8522.863
3912,5506.8525
6721,7109.0664
4753,6070.125
6110,7567.0986
10371,7694.718
8651,7811.7954
9727,7868.7295
12607,12192.783
5920,7560.585
12958,9006.478
13355,12119.652
8230,7086.0693
5232,6777.825
3837,6456.386
8448,7225.597
6468,8243.42
6301,7242.314
7545,7791.362
7612,7319.4805
11093,7808.7188
5326,6968.4727
5078,7394.484
8374,7145.4614
4686,6780.237
9505,7216.3228
4871,6791.1626
4880,6556.397
7311,7117.1143
3886,7033.181
6724,7065.1265
7709,7160.832
6547,7378.9316
7743,7344.687
7980,7893.9243
8507,9012.529
6083,7103.836
7816,7838.021
9493,7809.771
6930,6508.9937
4819,7524.5186
5504,7509.4214
5406,7809.771
10843,9861.145
6961,7799.792
6711,7613.516
5324,7073.726
8244,7265.183
9988,7657.847
5984,7632.1733
6675,7331.764
9149,7781.0127
6029,6530.2173
5671,7313.0
20230,11361.63
6260,7902.7646
10368,7751.5337
5565,6260.476
6423,7737.2173
6116,6785.154
5390,6817.372
4015,6604.83
5474,6789.451
9941,7353.177
17982,14232.977
7776,8645.088
12141,8621.49
10049,9741.849
11627,8502.18
11875,10394.152
8103,8238.166
4793,7444.7017
4106,7442.479
11827,8366.52
10370,8424.094
7888,7819.8057
8096,7087.391
9899,7905.0435
5331,6757.623
3421,6409.2266
11368,8470.964
4123,7315.5723
6014,7335.4336
7115,7116.0884
3519,6044.827
14182,12431.221
10409,9875.761
14767,12284.822
6787,7608.576
5431,6927.676
5407,6310.768
5941,7050.186
6064,6601.084
8068,8184.6816
7382,6607.678
3575,7182.476
6769,6318.4263
6389,7537.2026
3922,6964.721
3921,5834.194
5896,6895.3174
11932,10195.236
9078,7021.0415
19971,15269.803
5125,6323.0205
5749,7547.9893
6669,7847.129
4584,5577.316
5974,5948.069
5285,7194.3833
4653,6336.8203
5413,6317.182
8821,6789.69
8317,7581.997
4894,6472.1333
10245,7458.5483
6237,5557.1284
6829,8007.977
5809,6576.328
8258,7811.229
9520,8182.624
10731,8771.27
6229,6526.302
6835,7786.1436
4586,6383.8813
4689,6544.8906
6705,7658.582
12934,10409.596
8759,8918.539
6273,7989.0054
4111,7802.1353
5309,7317.0674
5605,6851.8276
4889,6202.7744
8880,8595.793
5136,6728.081
13973,10001.786
4278,5249.685
4716,7249.3726
6433,6384.428
11176,8707.947
7132,7742.984
5263,6780.438
6738,6395.8193
7018,6793.981
9244,7258.033
8684,7227.591
6194,6419.447
4094,6113.819
8397,7791.339
5497,5855.2593
4684,5984.393
6529,6764.2383
8272,7316.0674
6010,7515.1367
6495,7189.33
10343,7619.0674
10173,7510.8237
6787,7770.0225
7355,7664.531
5745,6775.7627
7594,7414.497
7010,6478.3125
4805,6678.9624
8338,7348.006
8157,7504.283
6659,7170.617
9005,7851.782
5679,7608.8193
6567,6880.9404
9330,6967.589
8069,7068.7993
5246,7419.1978
6841,6730.3135
8849,7401.482
6683,7378.224
6185,6980.6763
6328,7538.591
9321,8071.297
7369,7414.2695
5733,6975.4033
12827,9044.125
6124,6307.2495
3216,7385.4634
8906,7745.262
10125,8015.741
11755,9692.081
5521,6063.828
6327,7114.19
7770,6960.409
4058,5998.902
7300,6509.7646
8007,8096.6494
7252,7495.8354
6160,6986.542
6281,6819.0205
7697,7184.4443
3584,5478.0137
5584,6812.946
7087,7102.1675
5989,6457.494
4665,6485.2305
7749,7027.4614
9761,7637.4683
2940,6536.2754
4639,6871.439
9290,8643.562
7280,7630.8896
9118,8010.6494
9232,7777.6772
5128,7030.449
7251,6807.857
6113,7013.3525
8450,7889.8657
6692,7600.869
9560,7699.073
5810,6599.3994
6670,9163.908
10078,7854.4873
6972,7471.4507
10663,8371.83
4352,7013.156
6225,5913.654
13240,10879.266
10592,8517.976
6643,7522.2334
9865,6344.179
6194,6869.341
8789,8999.792
3690,5231.5454
8074,7444.1733
4922,6849.308
9565,8222.14
7623,7599.4443
6906,7031.6724
8483,7718.313
6396,6424.494
7277,8544.407
12112,9288.398
16326,10091.704
9544,8495.986
5989,7547.997
5370,6844.0107
3780,5025.9316
10639,9823.954
8426,8071.9204
7068,6757.66
8399,7819.6216
4204,7120.978
11343,7046.2974
4741,6840.8354
8855,7035.2017
7911,7091.018
11198,10649.025
4447,6565.427
6327,6829.9634
6966,6791.458
6347,7182.4243
8307,7475.1094
5531,6867.3506
7859,8298.759
7676,7822.836
10739,9698.531
6820,7682.758
6934,7615.8306
5814,7379.633
11667,9643.869
4829,6182.314
5817,6688.1226
11551,8402.542
10127,7940.358
10168,8242.64
6760,7495.6475
16735,11910.977
6604,7630.1235
5189,7627.6743
6441,7461.8267
5897,6976.648
9443,7988.2397
9206,8491.07
7814,7280.1323
7278,7709.5107
8829,7884.4907
4689,7054.212
8120,7159.216
8036,7326.669
6472,7602.2227
8713,8380.94
6954,6936.9697
5926,6628.3223
4959,7007.9536
4880,6190.3506
5395,6051.7646
10690,7514.2065
7665,8064.9243
10884,8220.408
15860,15509.282
5921,7466.5825
5416,6901.8545
8255,7608.633
7935,7812.006
9088,6963.9404
3971,6784.4917
6140,6984.5884
3703,5949.985
9179,8544.067
6237,7240.0737
5732,7947.6025
13044,11104.16
11968,10973.21
7088,7562.2314
7111,8005.3223
2872,6323.5645
7107,7112.348
5057,6114.762
9516,7102.6895
5396,6022.1265
4036,6516.189
5979,6596.866
7208,7159.7173
6976,7114.7856
4892,5865.7197
5211,6657.321
7207,7626.5103
9189,7448.3296
7926,7055.992
3508,5180.953
11641,8803.967
18486,11372.058
3630,6520.058
8762,7560.83
7946,7721.5225
8368,7127.176
5754,6291.5396
3088,5327.7505
4970,6072.4272
7633,7610.6206
4434,5579.797
7210,7531.3433
10847,8889.354
6465,6217.4463
5214,5446.036
7135,6998.439
6857,6805.2554
5410,6277.4546
8416,6942.6147
7209,6949.164
10920,8413.899
8083,7566.101
11449,8292.664
6486,7194.1704
4394,6314.2207
7255,6776.5586
7038,7168.9565
10001,8398.31
10148,8032.9033
6377,6569.593
26753,19840.363
6198,6783.994
6082,7894.855
13701,9434.348
7127,8056.985
6885,8319.705
6239,8344.525
5944,7708.7173
5373,7051.289
9724,8524.727
11108,11033.821
4970,6741.4473
5758,6693.65
6867,8091.589
13809,10449.404
7754,6915.438
5599,6518.4727
6551,6228.2744
5799,6614.394
6315,6891.985
2847,5422.006
7504,7648.605
5915,6614.1294
8061,7512.028
3658,3942.8804
20046,14347.765
11261,9735.15
5080,5579.009
5261,6963.8223
10463,8124.632
7517,7614.6714
6241,7215.885
8930,7830.461
5953,7203.181
6278,6649.5522
4951,5237.347
10066,7697.429
6445,7193.9326
6951,6318.6514
8010,6592.511
7232,7157.5894
5498,6569.148
8072,8005.6875
5591,7068.6963
2720,5788.4844
8731,8347.874
9658,8435.832
5178,5518.65
8292,7632.32
8148,6986.4917
4819,6984.0576
